listing_id,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,city,latitude,longitude,property_type,room_type,accommodates,bedrooms,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
21524463,Ideal location 8-bed room with private bathroomA/C,83023551,42562,"Bangkok, Thailand",within an hour,1,,f,9,t,f,Bang Rak,Bangkok,13.72623,100.52091,Shared room in guesthouse,Shared room,1,1,"Air conditioning, Long term stays allowed, Essentials, Hangers, Wifi",390,1,1125,80,10,8,10,10,8,6,t
29441980,Dreamer Dorm by Lida,37776370,42192,"Bangkok, Thailand",within an hour,1,,f,19,t,f,Phra Nakhon,Bangkok,13.76229,100.49988,Private room in dorm,Private room,6,1,"Air conditioning, Long term stays allowed, Shampoo, Essentials, Breakfast, Hangers, Wifi",1699,1,1125,100,10,10,10,10,8,10,t
3761988,Private Boutique Room 10min 2 Skytrain free BFWifi,19266319,41852,Bangkok/Thailand,within an hour,1,0.99,t,32,t,t,Vadhana,Bangkok,13.73128,100.59548,Private room in townhouse,Private room,3,1,"Extra pillows and blankets, Cable TV, Air conditioning, Shampoo, Lock on bedroom door, Bed linens, Fire extinguisher, Iron, TV, Smoke alarm, Dishes and silverware, Private entrance, Washer, Hair dryer, Building staff, Breakfast, Long term stays allowed, Wifi, First aid kit, Essentials",459,1,1125,98,10,10,10,10,9,10,t
3772295,*Kingsize Boutique Room* 10min to Skytrain free BF,19266319,41852,Bangkok/Thailand,within an hour,1,0.99,t,32,t,t,Vadhana,Bangkok,13.73121,100.59709,Room in bed and breakfast,Hotel room,3,1,"Cable TV, Air conditioning, Shampoo, Dedicated workspace, Wifi, Microwave, Fire extinguisher, Iron, TV, Dishes and silverware, Kitchen, Washer, Hair dryer, Building staff, Breakfast, Long term stays allowed, Heating, Hangers, Essentials",570,1,1125,96,10,10,10,10,9,9,t
3990912,Top view!!center of bkk!room Orchid,4039620,41215,"Khet Phra Nakhon, Krung Thep Maha Nakhon, Thailand",within a day,1,,t,2,t,f,Khlong Toei,Bangkok,13.71574,100.55382,Private room in bed and breakfast,Private room,1,1,"Air conditioning, Pool, Elevator, TV, Long term stays allowed, Kitchen, Washer, Essentials, Gym, Breakfast, Wifi",60041,1,1125,95,10,10,10,10,9,10,f
4124073,Good Day 8 Bunk Beds Dorm room A,7472382,41469,Bangkok,within an hour,1,0.9,t,10,t,t,Ratchathewi,Bangkok,13.75183,100.53677,Shared room in hostel,Shared room,8,1,"Cable TV, Air conditioning, Dryer, Wifi, Hot water, Fire extinguisher, TV, Game console, Smoke alarm, Building staff, Shampoo, Hair dryer, Long term stays allowed, Indoor fireplace, Hangers, First aid kit, Essentials",300,1,1125,98,10,10,10,10,9,10,f
4367067,Female Dorm Room 4 Bunk Beds,7472382,41469,Bangkok,within an hour,1,0.9,t,10,t,t,Ratchathewi,Bangkok,13.7513,100.53655,Shared room in hostel,Shared room,4,1,"Cable TV, Air conditioning, Hot water, Fire extinguisher, TV, Smoke alarm, Building staff, Long term stays allowed, Shampoo, Essentials, Hair dryer, Hangers, First aid kit, Wifi",420,1,1125,96,10,10,10,10,9,10,f
4857716,Good Day 6 Bunk Beds Dorm room B,7472382,41469,Bangkok,within an hour,1,0.9,t,10,t,t,Ratchathewi,Bangkok,13.75191,100.53677,Shared room in hostel,Shared room,6,1,"Cable TV, Air conditioning, Wifi, Microwave, Hot water, Fire extinguisher, TV, Refrigerator, Smoke alarm, Dishes and silverware, Long term stays allowed, Shampoo, Hair dryer, Building staff, Hangers, First aid kit, Essentials",300,1,1125,96,10,10,10,10,9,10,f
5026730,Boxpackers Hostel,25942698,42015,"Bangkok, Thailand",within a few hours,1,,f,2,t,t,Ratchathewi,Bangkok,13.75399,100.53692,Shared room in hostel,Shared room,1,1,"Cable TV, Air conditioning, Dedicated workspace, Fire extinguisher, Iron, TV, Smoke alarm, Long term stays allowed, Shampoo, Essentials, Hair dryer, Breakfast, Hangers, First aid kit, Wifi",417,1,1125,94,10,10,10,10,9,10,f
8228690,"Free pick up ,Near Airport,PoolWiFI",42562587,42242,Thailand,within a day,1,0.96,t,10,t,t,Lat Krabang,Bangkok,13.72403,100.72235,Entire cottage,Entire place,3,1,"Air conditioning, Iron, Dishes and silverware, Hair dryer, Hangers, Ethernet connection, Bed linens, Hot water, TV, Long term stays allowed, Gym, Wifi, Extra pillows and blankets, Free parking on premises, Fire extinguisher, Shampoo, Essentials, First aid kit, Pool, Host greets you, Private entrance, Kitchen, Washer",780,1,1125,96,10,10,10,10,9,9,t
9143764,Nice & Clean apartment (612),30333421,42094,"Bangkok, Thailand",within a few hours,1,0.33,t,5,t,f,Huai Khwang,Bangkok,13.75434,100.57525,Entire condominium,Entire place,3,1,"Air conditioning, Iron, Hair dryer, Hangers, Hot water, TV, Smoke alarm, Long term stays allowed, Gym, Childrenâs books and toys, Wifi, Free parking on premises, Fire extinguisher, Shampoo, Essentials, Dryer, Pool, Dedicated workspace, Elevator, Host greets you, Kitchen, Washer",1800,1,1125,100,10,10,10,10,9,10,f
9145078,Nice & Clean apartment (610),30333421,42094,"Bangkok, Thailand",within a few hours,1,0.33,t,5,t,f,Huai Khwang,Bangkok,13.75428,100.57515,Entire condominium,Entire place,3,1,"Air conditioning, Iron, High chair, Hair dryer, Hangers, Hot water, TV, Smoke alarm, Long term stays allowed, Gym, Childrenâs books and toys, Wifi, Free parking on premises, Fire extinguisher, Shampoo, Essentials, Dryer, Pool, Dedicated workspace, Elevator, Host greets you, Kitchen, Washer",1800,1,1125,98,10,10,10,10,9,10,f
9945251,"Free Pick up,NearBKK A/P,Super Host",42562587,42242,Thailand,within a day,1,0.96,t,10,t,t,Lat Krabang,Bangkok,13.72126,100.72163,Entire cottage,Entire place,3,1,"Air conditioning, Iron, Dishes and silverware, Hair dryer, Hangers, Luggage dropoff allowed, Ethernet connection, Bed linens, Hot water, TV, Long term stays allowed, Gym, Wifi, Extra pillows and blankets, Free parking on premises, Fire extinguisher, Shampoo, Essentials, Pool, Dedicated workspace, Microwave, Host greets you, Private entrance, Kitchen, Washer",750,1,1125,96,10,10,10,10,9,10,t
11167500,1Double+1Bunk bed (shared bathroom),20451346,41874,"Bangkok, Thailand",within an hour,1,,f,3,t,t,Bang Rak,Bangkok,13.7221,100.5247,Private room,Private room,4,1,"Cable TV, Air conditioning, Dryer, Lock on bedroom door, Fire extinguisher, TV, Smoke alarm, Long term stays allowed, Washer, Hair dryer, Wifi",1350,1,1125,90,10,10,10,10,9,10,t
15796169,15min to MRT. Private room for 3 (Free Breakfast),71898274,42504,"Bangkok, Thailand",within an hour,1,0.88,t,3,t,t,Chatu Chak,Bangkok,13.80138,100.57047,Private room in house,Private room,3,1,"Air conditioning, Dedicated workspace, Wifi, Lock on bedroom door, TV, Game console, Long term stays allowed, Kitchen, Shampoo, Hair dryer, Breakfast, Hangers, First aid kit, Essentials",592,1,1125,98,10,10,10,10,9,10,t
23009645,The Bohemian Pool House,762528,40724,Thailand,within an hour,1,0,f,1,t,t,Bang Kho laen,Bangkok,13.69925,100.51088,Entire house,Entire place,4,1,"Air conditioning, Patio or balcony, Refrigerator, Dishes and silverware, Hair dryer, Hangers, Luggage dropoff allowed, Cooking basics, Free street parking, Bed linens, Hot water, Garden or backyard, Long term stays allowed, Wifi, Extra pillows and blankets, Stove, Free parking on premises, Building staff, Shampoo, Essentials, Pool, Dedicated workspace, Private entrance, Kitchen",1285,1,1125,97,10,10,10,10,9,10,f
26613798,26's Fact~private room-M,40911183,42225,"Bangkok, Thailand",within an hour,1,0.8,t,6,t,f,Lat Krabang,Bangkok,13.71935,100.73701,Private room in house,Private room,4,1,"Air conditioning, Free street parking, Dedicated workspace, Lock on bedroom door, Bed linens, Cleaning before checkout, Private entrance, Long term stays allowed, Shampoo, Essentials, Smart lock, Hangers, Wifi",680,1,1125,96,10,9,10,10,9,10,t
31271691,NILUX ROOM for 8 people from MRT Thaphra 170Metre,126897580,42846,"Bangkok, Thailand",within an hour,1,,f,10,t,t,Bangkok Yai,Bangkok,13.72995,100.47546,Private room in hostel,Private room,1,1,"Air conditioning, Iron, Hair dryer, Hangers, Room-darkening shades, Window guards, Hot water, TV, Smoke alarm, Long term stays allowed, Table corner guards, Wifi, Lock on bedroom door, Free parking on premises, Fire extinguisher, Shampoo, Essentials, Heating, First aid kit, Dryer, Outlet covers, Private entrance, Kitchen, Washer",350,1,1125,100,10,10,10,10,9,10,t
32275745,The house is comfortable,145483437,42958,"Bangkok, Thailand",within an hour,1,0,t,2,t,t,Bangkok Noi,Bangkok,13.75743,100.47257,Private room in house,Private room,3,1,"Air conditioning, Refrigerator, Iron, Dishes and silverware, Hair dryer, Hangers, Luggage dropoff allowed, Bed linens, Hot water, TV, Long term stays allowed, Wifi, Extra pillows and blankets, Lock on bedroom door, Shampoo, Essentials, Cable TV, Dedicated workspace, Microwave, Paid parking off premises, Host greets you, Washer",490,1,1125,100,10,10,10,10,9,10,f
32342689,Cozy bedroom for 4 W/ En Suite (Free Breakfast),71898274,42504,"Bangkok, Thailand",within an hour,1,0.88,t,3,t,t,Chatu Chak,Bangkok,13.80145,100.5705,Private room in house,Private room,4,1,"Private living room, Air conditioning, Dryer, Dedicated workspace, Lock on bedroom door, Hot water, Private entrance, Long term stays allowed, Shampoo, Essentials, Hair dryer, Breakfast, Hangers, Wifi",959,1,1125,100,10,10,10,10,9,10,t
32348938,Rooftop pool gym luxury cozy condo  BTSphromphong,178797330,43175,"Beijing, Beijing, China",within an hour,1,0.99,t,12,t,t,Khlong Toei,Bangkok,13.72632,100.56692,Entire condominium,Entire place,3,1,"Air conditioning, Patio or balcony, Refrigerator, Iron, Hair dryer, Dishes and silverware, Hangers, Luggage dropoff allowed, Cooking basics, Ethernet connection, Bed linens, Hot water, TV, Garden or backyard, Smoke alarm, Long term stays allowed, Gym, Pocket wifi, Carbon monoxide alarm, Wifi, Extra pillows and blankets, Stove, Free parking on premises, Shampoo, Essentials, Cleaning before checkout, Smart lock, Pool, Dedicated workspace, Elevator, Microwave, Private entrance, Kitchen, Washer",1289,1,1125,97,10,9,10,10,9,9,t
33558757,MIXED DORMITORY 4 BEDS/BTS7Min/Silom/Sathorn/New,60049967,42423,"Bangkok, Thailand",within an hour,1,0.91,t,8,t,f,Bang Rak,Bangkok,13.72333,100.52331,Shared room in hostel,Shared room,1,1,"Air conditioning, Refrigerator, Iron, Dishes and silverware, Hair dryer, Hangers, Luggage dropoff allowed, Room-darkening shades, Bed linens, Hot water, TV, Long term stays allowed, Wifi, Extra pillows and blankets, Coffee maker, Fire extinguisher, Shampoo, Essentials, First aid kit, Cable TV, Dryer, Dedicated workspace, Microwave, Washer, Breakfast",800,1,1125,94,10,9,10,10,9,10,t
33558882,CozyRoom/Private/(3-4pp)/BTS7Min/Silom/Sathorn/New,60049967,42423,"Bangkok, Thailand",within an hour,1,0.91,t,8,t,f,Bang Rak,Bangkok,13.72333,100.52331,Room in hostel,Hotel room,3,1,"Air conditioning, Refrigerator, Iron, Hair dryer, Dishes and silverware, Hangers, Luggage dropoff allowed, Room-darkening shades, Bed linens, Hot water, TV, Long term stays allowed, Wifi, Extra pillows and blankets, Coffee maker, Fire extinguisher, Shampoo, Essentials, First aid kit, Cable TV, Dryer, Dedicated workspace, Microwave, Kitchen, Washer, Breakfast",1125,1,1125,97,10,10,10,10,9,9,t
37374147,"BKK Airport Layover 2Beds, Near BTS&Local Market",19266319,41852,Bangkok/Thailand,within an hour,1,0.99,t,32,t,t,Phra Khanong,Bangkok,13.69916,100.60789,Entire townhouse,Entire place,3,1,"Air conditioning, Refrigerator, Iron, Hair dryer, Dishes and silverware, Hangers, Luggage dropoff allowed, Cooking basics, Bed linens, Hot water, TV, Smoke alarm, Long term stays allowed, Carbon monoxide alarm, Wifi, Stove, Fire extinguisher, Shampoo, Essentials, Smart lock, First aid kit, Cable TV, Dedicated workspace, Microwave, Private entrance, Kitchen",571,1,1125,98,10,10,10,10,9,10,t
39520654,Free airport pickup&Pool&Gym&WIFI&Netflex,49293333,42325,"Kawasaki, Kanagawa, Japan",within an hour,1,0.99,t,5,t,t,Sathon,Bangkok,13.71188,100.52029,Entire condominium,Entire place,4,1,"Air conditioning, Refrigerator, Dishes and silverware, Hair dryer, Hangers, Waterfront, Cooking basics, TV, Garden or backyard, Smoke alarm, Long term stays allowed, Gym, Carbon monoxide alarm, Wifi, Stove, Fire extinguisher, Shampoo, Essentials, Heating, Pool, Dedicated workspace, Elevator, Microwave, Private entrance, Kitchen",600,1,1125,95,10,9,10,10,9,10,t
40253151,#OPENSALE#AirportPickup service&PoolGym&WIFI,49293333,42325,"Kawasaki, Kanagawa, Japan",within an hour,1,0.99,t,5,t,t,Sathon,Bangkok,13.71091,100.51999,Entire condominium,Entire place,4,1,"Air conditioning, Patio or balcony, Refrigerator, Dishes and silverware, Hair dryer, Hangers, Waterfront, Cooking basics, Free street parking, Hot water, TV, Smoke alarm, Long term stays allowed, Gym, Carbon monoxide alarm, Wifi, Stove, Fire extinguisher, Shampoo, Essentials, Heating, Pool, Dedicated workspace, Elevator, Microwave, Private entrance, Kitchen, Washer",480,1,1125,99,10,10,10,10,9,10,t
9669042,Matchbox Bangkok Hostel Mixed Dorm1,31446183,42112,"Bangkok, Thailand",within an hour,1,,f,8,t,f,Vadhana,Bangkok,13.73341,100.56853,Shared room in hostel,Shared room,4,1,"Cable TV, Air conditioning, Dryer, Shampoo, Fire extinguisher, TV, Long term stays allowed, Washer, Essentials, Hair dryer, Wifi",390,1,1125,94,10,10,10,10,10,9,f
16245152,Ba hao Residence x MAITRI CHIT ROOM,2389272,41045,"Bangkok, Thailand",within an hour,1,0.96,t,2,t,t,Pom Prap Sattru Phai,Bangkok,13.7403,100.51407,Private room in townhouse,Private room,3,1,"Air conditioning, Refrigerator, Iron, Dishes and silverware, Hair dryer, Hangers, Luggage dropoff allowed, Free street parking, Bed linens, Hot water, Smoke alarm, Long term stays allowed, Carbon monoxide alarm, Wifi, Lock on bedroom door, Coffee maker, Fire extinguisher, Shampoo, Essentials, First aid kit, Cable TV, Dryer, Dedicated workspace, Microwave, Paid parking off premises, Lockbox, Breakfast",2552,1,1125,99,10,10,10,10,10,9,f
25434663,Comfy Check-in My Hostel (Private 3 beds),51074483,42349,"Bangkok, Thailand",within a few hours,1,,t,4,t,f,Parthum Wan,Bangkok,13.74943,100.52891,Private room in hostel,Private room,3,1,"Air conditioning, Dryer, Dedicated workspace, Hot water, Iron, Fire extinguisher, Refrigerator, Long term stays allowed, Shampoo, Hair dryer, Washer, First aid kit, Wifi",1107,1,1125,100,10,10,10,10,10,9,t
27818722,"Cozy room close to MRT, Railway station&China Town",130701385,42872,"Bangkok, Thailand",within a few hours,1,0.67,f,6,t,t,Bang Rak,Bangkok,13.73723,100.51699,Room in hostel,Hotel room,3,1,"Room-darkening shades, Cable TV, Air conditioning, Bathtub, Elevator, Wifi, Free parking on premises, TV, Long term stays allowed, Washer, Hair dryer, Hangers, Essentials",990,1,1125,95,10,10,10,10,10,9,t
40642331,Private Female Room in Center (300m to Lumpini MRT,15214203,41766,"Bangkok, Thailand",within an hour,1,0.93,f,37,t,t,Parthum Wan,Bangkok,13.72527,100.54919,Private room in apartment,Private room,1,1,"Air conditioning, Dedicated workspace, Microwave, Lock on bedroom door, Smoke alarm, Dishes and silverware, Kitchen, Washer, Essentials, Private entrance, Long term stays allowed, Carbon monoxide alarm, Wifi",444,1,1125,97,10,10,10,10,10,9,t
6160332,Matchbox Bangkok Hostel Lady Dorm 2,31446183,42112,"Bangkok, Thailand",within an hour,1,,f,8,t,f,Vadhana,Bangkok,13.73405,100.56846,Shared room in hostel,Shared room,8,1,"Cable TV, Air conditioning, Dryer, Shampoo, Fire extinguisher, TV, Long term stays allowed, Washer, Hair dryer, Wifi, Essentials",390,1,1125,97,10,9,10,10,10,10,f
6849277,[LF_2] PRIVATE CHIC 2BEDS @ ARI BTS,17248917,41815,"Bangkok, Thailand",within a few hours,1,0.95,f,16,t,t,Phaya Thai,Bangkok,13.77846,100.54148,Private room in townhouse,Private room,3,1,"Air conditioning, Patio or balcony, Refrigerator, Iron, Hair dryer, Dishes and silverware, Hangers, Luggage dropoff allowed, Cooking basics, Free street parking, Bed linens, Hot water, TV, Garden or backyard, Long term stays allowed, Wifi, Extra pillows and blankets, Bathtub, Stove, Lock on bedroom door, Free parking on premises, Keypad, Shampoo, Essentials, First aid kit, Cable TV, Dryer, Dedicated workspace, Microwave, Kitchen, Washer, Breakfast",900,1,1125,95,10,9,10,10,10,10,f
7424422,Shared bed in the heart of Tong Lo Vibe!!,32317869,42125,"Bangkok, Thailand",within an hour,1,0.86,f,13,t,t,Vadhana,Bangkok,13.73008,100.58158,Shared room in townhouse,Shared room,1,1,"Cable TV, Air conditioning, Fire extinguisher, Iron, Long term stays allowed, Shampoo, Hair dryer, Wifi",313,1,1125,95,10,9,10,10,10,10,t
15078229,Free Pick up /Thai wooden home 8 mins from BKK A/P,42562587,42242,Thailand,within a day,1,0.96,t,10,t,t,Lat Krabang,Bangkok,13.72301,100.73684,Entire house,Entire place,3,1,"Air conditioning, Patio or balcony, Refrigerator, Dishes and silverware, Hair dryer, Hangers, Luggage dropoff allowed, Free street parking, Ethernet connection, Bed linens, Hot water, TV, Long term stays allowed, Wifi, Extra pillows and blankets, Free parking on premises, Fire extinguisher, Shampoo, Essentials, First aid kit, Cable TV, Dedicated workspace, Private entrance, Kitchen, Washer",780,1,1125,98,10,10,10,10,10,10,t
29442395,Comfy Nest by Lida,37776370,42192,"Bangkok, Thailand",within an hour,1,,f,19,t,f,Phra Nakhon,Bangkok,13.76355,100.50367,Shared room in dorm,Shared room,1,1,"Air conditioning, Long term stays allowed, Shampoo, Essentials, Breakfast, Hangers, Wifi",329,1,1125,80,10,10,10,10,10,10,t
40265993,New Charming XL Studio in the heart of Bangkok,48834214,42320,"Tokyo, Tokyo, Japan",within an hour,1,0.91,t,1,t,f,Vadhana,Bangkok,13.73866,100.56605,Entire condominium,Entire place,3,1,"Air conditioning, Patio or balcony, Refrigerator, Dishes and silverware, Hair dryer, Hangers, Lockbox, Hot water, TV, Smoke alarm, Long term stays allowed, Gym, Indoor fireplace, Carbon monoxide alarm, Wifi, Stove, Free parking on premises, Coffee maker, Shampoo, Essentials, Heating, Dryer, Pool, Dedicated workspace, Elevator, Microwave, Private entrance, Kitchen, Washer",1390,1,1125,98,10,10,10,10,10,10,f
4152520,Good Day 6 Bunk Beds Dorm room A,7472382,41469,Bangkok,within an hour,1,0.9,t,10,t,t,Ratchathewi,Bangkok,13.75195,100.53686,Shared room in hostel,Shared room,6,1,"Cable TV, Air conditioning, Wifi, Microwave, Coffee maker, Hot water, Fire extinguisher, TV, Refrigerator, Smoke alarm, Dishes and silverware, Kitchen, Shampoo, Hair dryer, Building staff, Long term stays allowed, Indoor fireplace, Hangers, First aid kit, Essentials",300,1,1125,96,10,10,10,10,10,10,f
18155163,Ba hao Residence x SANTIPHAP ROOM,2389272,41045,"Bangkok, Thailand",within an hour,1,0.96,t,2,t,t,Pom Prap Sattru Phai,Bangkok,13.7403,100.51407,Private room in townhouse,Private room,3,1,"Air conditioning, Patio or balcony, Body soap, Refrigerator, Iron, Oven, Hair dryer, Dishes and silverware, Hangers, Luggage dropoff allowed, Free street parking, Bed linens, Hot water, TV, Smoke alarm, Long term stays allowed, Carbon monoxide alarm, Wifi, Extra pillows and blankets, Hot water kettle, Lock on bedroom door, Coffee maker, Fire extinguisher, Shampoo, Essentials, First aid kit, Cable TV, Dryer, Dedicated workspace, Microwave, Paid parking off premises, Lockbox, Breakfast",2552,1,1125,99,10,10,10,10,10,10,f
23852164,"Private 3 ppl+Bathroom, minute away to MBK+Siam",165938130,43105,"Bangkok, Thailand",within an hour,1,0.8,t,5,t,t,Ratchathewi,Bangkok,13.74989,100.53104,Private room in townhouse,Private room,3,1,"Air conditioning, Patio or balcony, Iron, Oven, Dishes and silverware, Hair dryer, Hangers, Luggage dropoff allowed, Ethernet connection, Hot water, TV, Long term stays allowed, Wifi, Lock on bedroom door, Coffee maker, Fire extinguisher, Shampoo, Essentials, Smart lock, First aid kit, Dedicated workspace, Microwave, Private entrance, Kitchen, Shower gel",1300,1,1125,99,10,10,10,10,10,10,f
27064846,"Family 4 ppl w/private bathroom,minute away to MBK",165938130,43105,"Bangkok, Thailand",within an hour,1,0.8,t,5,t,t,Ratchathewi,Bangkok,13.7505,100.53008,Private room in townhouse,Private room,4,1,"Air conditioning, Refrigerator, Iron, Oven, Dishes and silverware, Hair dryer, Hangers, Luggage dropoff allowed, Cooking basics, Ethernet connection, Hot water, TV, Long term stays allowed, Wifi, Lock on bedroom door, Coffee maker, Fire extinguisher, Shampoo, Essentials, Smart lock, First aid kit, Dedicated workspace, Microwave, Private entrance, Kitchen, Shower gel",2100,1,1125,98,10,10,10,10,10,10,f
29640029,Apartment45 Hostel (Bed in 4 Beds Mixed Dorm),210398751,43330,"Bangkok, Thailand",within an hour,1,0.83,t,6,t,t,Sathon,Bangkok,13.72134,100.54784,Shared room in hostel,Shared room,1,1,"Air conditioning, Dedicated workspace, Fire extinguisher, TV, Long term stays allowed, Shampoo, Hair dryer, Wifi, First aid kit, Essentials",320,1,1125,99,10,10,10,10,10,10,f
7736035,Private Dorm for 4 -Siammitr Hostel,20451346,41874,"Bangkok, Thailand",within an hour,1,,f,3,t,t,Bang Rak,Bangkok,13.72242,100.52336,Private room in hostel,Private room,4,1,"Air conditioning, Dryer, Fire extinguisher, Smoke alarm, Long term stays allowed, Washer, Hair dryer, Wifi, Essentials",1240,1,1125,97,10,10,10,10,10,10,t
23313393,"SIAM | COZY BOUTIQUE HOTEL| NEAR TO BTS, MBK, SIAM",171252861,43133,"Bangkok, Thailand",within an hour,1,0.96,t,10,t,t,Ratchathewi,Bangkok,13.74964,100.53096,Room in boutique hotel,Hotel room,3,1,"Air conditioning, Refrigerator, Iron, Hair dryer, Dishes and silverware, Hangers, Luggage dropoff allowed, Cooking basics, Ethernet connection, Bed linens, Hot water, TV, Smoke alarm, Long term stays allowed, Indoor fireplace, Carbon monoxide alarm, Wifi, Extra pillows and blankets, Free parking on premises, Coffee maker, Fire extinguisher, Building staff, Shampoo, Essentials, First aid kit, Cable TV, Dedicated workspace, Microwave",973,1,1125,97,10,10,10,10,10,10,t
23439216,"SIAM | COZY BOUTIQUE HOTEL| NEAR TO BTS, MBK, SIAM",171252861,43133,"Bangkok, Thailand",within an hour,1,0.96,t,10,t,t,Ratchathewi,Bangkok,13.7497,100.53097,Room in boutique hotel,Hotel room,3,1,"Air conditioning, Refrigerator, Iron, Dishes and silverware, Hair dryer, Hangers, Luggage dropoff allowed, Cooking basics, Ethernet connection, Bed linens, Hot water, TV, Smoke alarm, Long term stays allowed, Indoor fireplace, Carbon monoxide alarm, Wifi, Extra pillows and blankets, Free parking on premises, Fire extinguisher, Building staff, Shampoo, Essentials, First aid kit, Cable TV, Dedicated workspace, Microwave",973,1,1125,96,10,10,10,10,10,10,t
23835175,"Rooftop pool, gym, luxury cozy 1BR  BTS phromphong",178797330,43175,"Beijing, Beijing, China",within an hour,1,0.99,t,12,t,t,Khlong Toei,Bangkok,13.72518,100.56724,Entire condominium,Entire place,4,1,"Air conditioning, Patio or balcony, Refrigerator, Iron, Hair dryer, Dishes and silverware, Hangers, Luggage dropoff allowed, Room-darkening shades, Cooking basics, Ethernet connection, Bed linens, Hot water, TV, Garden or backyard, Smoke alarm, Long term stays allowed, Gym, Pocket wifi, Carbon monoxide alarm, Wifi, Extra pillows and blankets, Stove, Free parking on premises, Shampoo, Essentials, Cleaning before checkout, Smart lock, Pool, Dedicated workspace, Elevator, Microwave, Private entrance, Kitchen, Washer",1460,1,1125,96,10,10,10,10,10,10,t
30584845,Luxury 1 Bedroom @BTS NANA & ASOKE,220736978,43388,"Bangkok, Thailand",within an hour,1,0.93,t,7,t,t,Vadhana,Bangkok,13.7419,100.55627,Entire condominium,Entire place,3,1,"Air conditioning, Refrigerator, Oven, Dishes and silverware, Hair dryer, Hangers, Cooking basics, Bed linens, Hot water, TV, Smoke alarm, Long term stays allowed, Carbon monoxide alarm, Wifi, Stove, Single level home, Keypad, Shampoo, Essentials, Heating, Cable TV, Dedicated workspace, Elevator, Microwave, Kitchen, Washer",1700,1,1125,98,10,10,10,10,10,10,t
32278770,Rooftop pool gym luxury cozy condo  BTSphromphong,178797330,43175,"Beijing, Beijing, China",within an hour,1,0.99,t,12,t,t,Khlong Toei,Bangkok,13.72551,100.5662,Entire condominium,Entire place,3,1,"Air conditioning, Patio or balcony, Refrigerator, Iron, Hair dryer, Dishes and silverware, Hangers, Luggage dropoff allowed, Cooking basics, Ethernet connection, Bed linens, Hot water, TV, Smoke alarm, Long term stays allowed, Gym, Pocket wifi, Carbon monoxide alarm, Wifi, Extra pillows and blankets, Stove, Free parking on premises, Shampoo, Essentials, Cleaning before checkout, Smart lock, Pool, Dedicated workspace, Elevator, Microwave, Private entrance, Kitchen, Washer",1319,1,1125,97,10,10,10,10,10,10,t
32353187,Rooftop pool gym luxury cozy condo  BTSphromphong,178797330,43175,"Beijing, Beijing, China",within an hour,1,0.99,t,12,t,t,Khlong Toei,Bangkok,13.72552,100.56709,Entire condominium,Entire place,3,1,"Air conditioning, Patio or balcony, Refrigerator, Iron, Hair dryer, Dishes and silverware, Hangers, Luggage dropoff allowed, Cooking basics, Ethernet connection, Bed linens, Hot water, TV, Garden or backyard, Smoke alarm, Long term stays allowed, Gym, Pocket wifi, Carbon monoxide alarm, Wifi, Extra pillows and blankets, Stove, Free parking on premises, Shampoo, Essentials, Cleaning before checkout, Smart lock, Pool, Dedicated workspace, Elevator, Microwave, Private entrance, Kitchen, Washer",1195,1,1125,96,10,10,10,10,10,10,t
34632426,Luxury apartment at BTS NANA & ASOKE,220736978,43388,"Bangkok, Thailand",within an hour,1,0.93,t,7,t,t,Vadhana,Bangkok,13.74124,100.55594,Entire condominium,Entire place,3,1,"Air conditioning, Refrigerator, Iron, Oven, Dishes and silverware, Hair dryer, Hangers, Bed linens, Hot water, TV, Smoke alarm, Long term stays allowed, Carbon monoxide alarm, Wifi, Stove, Shampoo, Essentials, Cable TV, Dedicated workspace, Elevator, Microwave, Kitchen, Washer",1700,1,1125,98,10,10,10,10,10,10,t
39548091,Pool Gym WIFI AirportPickup service modern & cozy!,49293333,42325,"Kawasaki, Kanagawa, Japan",within an hour,1,0.99,t,5,t,t,Sathon,Bangkok,13.71151,100.5192,Entire condominium,Entire place,4,1,"Air conditioning, Refrigerator, Dishes and silverware, Hair dryer, Hangers, TV, Garden or backyard, Smoke alarm, Long term stays allowed, Gym, Carbon monoxide alarm, Wifi, Stove, Fire extinguisher, Shampoo, Essentials, Heating, Pool, Dedicated workspace, Elevator, Microwave, Private entrance, Kitchen",400,1,1125,99,10,10,10,10,10,10,t
40736449,Superb 1 Bedroom Luxury Apartment @BTS NaNa & Asok,220736978,43388,"Bangkok, Thailand",within an hour,1,0.93,t,7,t,t,Vadhana,Bangkok,13.74079,100.55678,Entire condominium,Entire place,3,1,"Air conditioning, Refrigerator, Oven, Dishes and silverware, Hair dryer, Hangers, Bed linens, Hot water, TV, Long term stays allowed, Wifi, Stove, Fire extinguisher, Single level home, Shampoo, Essentials, Washer, Heating, First aid kit, Cable TV, Dedicated workspace, Microwave, Kitchen, Shower gel",1700,1,1125,98,10,10,10,10,10,10,t
